"building.class.category","sale.price.n","gross.sqft","land.sqft","year.built"
"2 Two Dwelling",350,1576,1500,1899
"2 Two Dwelling",1400,2310,2200,1901
"2 Two Dwelling",1101,2700,2500,1910
"2 Two Dwelling",785,2109,1850,1910
"2 Two Dwelling",1450,2394,1900,1910
"2 Two Dwelling",275,1080,2500,1920
"2 Two Dwelling",1865,1968,1875,1899
"2 Two Dwelling",450,2880,1600,1899
"2 Two Dwelling",1100,2880,1600,1899
"2 Two Dwelling",1110,2376,2283,1899
"2 Two Dwelling",1785,4300,4000,1915
"2 Two Dwelling",950,2139,1875,1899
"2 Two Dwelling",1550,3489,1917,1899
"2 Two Dwelling",1800,2350,1875,1899
"2 Two Dwelling",1749,3750,1875,1899
"2 Two Dwelling",1800,3928,1875,1899
"2 Two Dwelling",1110,1800,1500,1899
"2 Two Dwelling",999,1800,1500,1899
"2 Two Dwelling",1140,3036,1980,1931
"2 Two Dwelling",910,1200,2500,1899
"2 Two Dwelling",1200,1800,2000,1899
"2 Two Dwelling",1600,3600,2000,1901
"2 Two Dwelling",400,2001,1667,1899
"2 Two Dwelling",500,2692,1667,2005
"2 Two Dwelling",1300,2159,1875,1899
"2 Two Dwelling",600,1986,1575,1899
"2 Two Dwelling",1450,2301,1917,1899
"2 Two Dwelling",47,2368,2520,1915
"2 Two Dwelling",850,2700,2000,1899
"2 Two Dwelling",625,2700,2000,1899
"2 Two Dwelling",2410,2941,1867,1931
"2 Two Dwelling",715.7,3150,1867,1899
"2 Two Dwelling",40,1818,1783,1899
"2 Two Dwelling",1350,2520,2000,1899
"2 Two Dwelling",1392,2100,1667,1899
"2 Two Dwelling",665,2100,1667,1899
"2 Two Dwelling",820,2400,2000,1899
"2 Two Dwelling",527,2400,2000,1899
"2 Two Dwelling",1145,2400,2000,1899
"2 Two Dwelling",1390,2640,1650,1899
"2 Two Dwelling",1525,2536,1667,1899
"2 Two Dwelling",925,2376,2500,1899
"2 Two Dwelling",785,2376,2500,1899
"2 Two Dwelling",250,2250,1667,1899
"2 Two Dwelling",860,1880,2000,1993
"2 Two Dwelling",575,2860,2000,1899
"2 Two Dwelling",1460,2700,2000,1901
"2 Two Dwelling",971.645,2475,1875,1899
"2 Two Dwelling",1889,3300,1875,1901
"2 Two Dwelling",1649,2487,1875,1901
"2 Two Dwelling",1210,3240,1800,1899
"2 Two Dwelling",325,2880,1800,1899
"2 Two Dwelling",800,2880,1800,1899
"2 Two Dwelling",985,2800,2000,1899
"2 Two Dwelling",520,3200,2000,1899
"2 Two Dwelling",1150,4400,1600,1899
"2 Two Dwelling",896,3224,1600,2007
"2 Two Dwelling",860,2478,1967,1899
"2 Two Dwelling",1652.5,3600,1900,1899
"2 Two Dwelling",2150,2220,1710,1899
"2 Two Dwelling",21.883,2220,2913,1899
"2 Two Dwelling",510,2400,1433,1899
"2 Two Dwelling",820,2001,1667,1910
"2 Two Dwelling",999.999,2001,1667,1910
"2 Two Dwelling",999,2324,1350,1910
"2 Two Dwelling",1500,2324,1350,1910
"2 Two Dwelling",999,2112,960,2006
"2 Two Dwelling",999.9,2480,1550,1905
"2 Two Dwelling",1300,2600,1667,2007
"2 Two Dwelling",911.32,2700,1600,1910
"2 Two Dwelling",1900,2400,2000,1910
"2 Two Dwelling",1060,2379,1586,1910
"2 Two Dwelling",1200,2712,2008,1899
"2 Two Dwelling",2001.187,2820,2000,1899
"2 Two Dwelling",250,3860,2000,1899
"2 Two Dwelling",1175,2400,2000,1899
"2 Two Dwelling",2695,4000,2000,1901
"2 Two Dwelling",1795,3360,2308,1920
"2 Two Dwelling",1340.5,3600,2000,1915
"2 Two Dwelling",1200,2775,1850,1899
"2 Two Dwelling",1575,3600,2000,1899
"2 Two Dwelling",1905,3600,2000,1899
"2 Two Dwelling",930,3600,2000,1899
"2 Two Dwelling",1525,3152,1750,1899
"2 Two Dwelling",1740,3104,1800,1900
"2 Two Dwelling",1350,3000,1667,1899
"2 Two Dwelling",2123,3192,1900,1899
"2 Two Dwelling",585.493,3600,2000,1901
"2 Two Dwelling",2275,3880,2250,1899
"2 Two Dwelling",1500,3880,2250,1899
"2 Two Dwelling",1050,2700,1875,1901
"2 Two Dwelling",2487.5,3224,1875,1901
"2 Two Dwelling",950,2100,2000,1920
"2 Two Dwelling",958,2940,1750,1901
"2 Two Dwelling",1200,2924,1625,1901
"2 Two Dwelling",400,3000,1667,1899
"2 Two Dwelling",985,2390,1667,1899
"2 Two Dwelling",1840,2300,2000,1910
"2 Two Dwelling",700,2088,1933,1910
"2 Two Dwelling",1750,2088,1933,1910
"2 Two Dwelling",2190,2190,1875,1910
"2 Two Dwelling",1570,3200,2000,1899
"2 Two Dwelling",125,3346,6000,1899
"2 Two Dwelling",1081.25,2565,1900,1899
"2 Two Dwelling",1250,2800,1495,1899
"2 Two Dwelling",1240,2700,1600,1910
"2 Two Dwelling",1440,3240,1800,1899
"2 Two Dwelling",1750,2520,2000,1899
"2 Two Dwelling",2500,2628,1850,1899
"2 Two Dwelling",1010,2400,1220,1910
"2 Two Dwelling",875,2768,795,1899
"2 Two Dwelling",975,2400,1667,1899
"2 Two Dwelling",1575,2400,1855,1899
"2 Two Dwelling",675,1920,1240,1899
"2 Two Dwelling",750,1920,1240,1899
"2 Two Dwelling",2600,3675,2738,1955
"2 Two Dwelling",770,2107,1547,1901
"2 Two Dwelling",499.9,900,900,1901
"2 Two Dwelling",999.5,1881,1600,1910
"2 Two Dwelling",1800,2664,2500,1935
"2 Two Dwelling",2395,2520,1260,1899
"2 Two Dwelling",2750,3260,1764,1899
"2 Two Dwelling",1650,1683,1717,1899
"2 Two Dwelling",1620,1864,2000,1899
"2 Two Dwelling",1550,2880,1250,1901
"2 Two Dwelling",20,2040,3500,1901
"2 Two Dwelling",1600,2237,2167,1901
"2 Two Dwelling",1600,3360,2100,1899
"2 Two Dwelling",1650,2348,2000,1899
"3 Three Dwelling",850,2880,4000,1899
"3 Three Dwelling",996,4035,2116,1910
"3 Three Dwelling",1250,3465,3465,1931
"3 Three Dwelling",975,2971,1917,2003
"3 Three Dwelling",60,3375,1875,1899
"3 Three Dwelling",1420,2430,1800,1899
"3 Three Dwelling",1375,1965,1875,1920
"3 Three Dwelling",750,3219,1950,1899
"3 Three Dwelling",990,3300,2000,1899
"3 Three Dwelling",1625,3496,1942,1899
"3 Three Dwelling",1900,3540,1967,1899
"3 Three Dwelling",1735,3600,2000,1899
"3 Three Dwelling",315,1890,1500,1899
"3 Three Dwelling",20,2850,1900,1899
"3 Three Dwelling",1900,2709,1800,1899
"3 Three Dwelling",645,6078,2150,2004
"3 Three Dwelling",860,3300,2000,1899
"3 Three Dwelling",1519,3300,2000,1899
"3 Three Dwelling",616.8,3600,2000,2004
"3 Three Dwelling",1430,3600,1720,1899
"3 Three Dwelling",890,1912,1875,1905
"3 Three Dwelling",900,3200,2000,1899
"3 Three Dwelling",711.04,2142,1700,1901
"3 Three Dwelling",371,2859,1833,2004
"3 Three Dwelling",90,2880,1800,1899
"3 Three Dwelling",35,2880,1800,1899
"3 Three Dwelling",265,3120,2000,2004
"3 Three Dwelling",312,3249,2083,2004
"3 Three Dwelling",685,3000,1875,2005
"3 Three Dwelling",1960,3200,2000,1905
"3 Three Dwelling",1425,3600,2000,1899
"3 Three Dwelling",15,3600,2000,1901
"3 Three Dwelling",285.892,2565,1900,1899
"3 Three Dwelling",2000,5786,2500,2014
"3 Three Dwelling",1250,3600,2000,1899
"3 Three Dwelling",1930,3600,2000,1899
"3 Three Dwelling",2610,3600,2000,1899
"3 Three Dwelling",575,2400,4000,1899
"3 Three Dwelling",720,2184,1733,1905
"3 Three Dwelling",1300,2668,1667,1899
"3 Three Dwelling",1100,3360,2000,1899
"3 Three Dwelling",1705,3440,2000,1899
"3 Three Dwelling",1800,3640,2000,1899
"3 Three Dwelling",1625,3296,1900,1899
"3 Three Dwelling",699,3600,2500,2005
"3 Three Dwelling",1050,2693,1942,1899
"3 Three Dwelling",1920,3096,1800,1899
"3 Three Dwelling",1100,3096,1800,1899
"3 Three Dwelling",489,2646,1500,1901
"3 Three Dwelling",795,2394,1900,1899
"3 Three Dwelling",1470,3003,1656,1899
"3 Three Dwelling",1400,2750,1875,1899
"3 Three Dwelling",1250,2800,1667,1899
"3 Three Dwelling",1050,2800,1667,1899
"3 Three Dwelling",995,2728,1667,1899
"3 Three Dwelling",870,2826,1800,1901
"3 Three Dwelling",1465,2898,1908,1899
"3 Three Dwelling",650,2998,4000,1901
"3 Three Dwelling",1860,3184,1800,1899
"3 Three Dwelling",1325,2328,1800,1901
"3 Three Dwelling",871.415,2328,1800,1901
"3 Three Dwelling",2200,3428,1700,1899
"3 Three Dwelling",1415,3600,2000,1899
"3 Three Dwelling",1500,3288,1875,1899
"3 Three Dwelling",1100,3288,1875,1899
"3 Three Dwelling",1050,2100,1700,1899
"3 Three Dwelling",999,2376,1625,1899
"3 Three Dwelling",1400,4200,2600,2010
"3 Three Dwelling",600,2692,1326,1901
"3 Three Dwelling",575,3375,2500,2006
"3 Three Dwelling",645,6017,2758,2007
"3 Three Dwelling",1050,3331,2118,2005
"3 Three Dwelling",600,2400,2000,1899
"3 Three Dwelling",850,2139,1875,1920
"3 Three Dwelling",1301,2520,2000,1901
"3 Three Dwelling",860,2052,1800,1910
"3 Three Dwelling",1350,3600,2000,1899
"3 Three Dwelling",1550,3388,2017,1899
"3 Three Dwelling",900,3440,1800,1899
"3 Three Dwelling",1531.713,3520,2200,1901
"3 Three Dwelling",250,3000,1500,1899
"3 Three Dwelling",1250,3192,1900,1910
"3 Three Dwelling",1300,2394,1900,1899
"3 Three Dwelling",750,3200,2000,1910
"3 Three Dwelling",808,3080,2200,1899
"3 Three Dwelling",1500,2475,2200,1931
"3 Three Dwelling",1167,3000,1667,1899
"3 Three Dwelling",1500,4125,2500,1899
"3 Three Dwelling",1060,2745,1250,2006
"3 Three Dwelling",2000,3243,5000,1922
"3 Three Dwelling",816,1980,1650,1899
"3 Three Dwelling",25,3120,2000,2005
"3 Three Dwelling",1350,3108,1942,1899
"3 Three Dwelling",975,3360,2000,1901
"3 Three Dwelling",1100,3525,2500,1915
"3 Three Dwelling",1300,3360,1867,1899
"3 Three Dwelling",2400,3150,1867,1899
"3 Three Dwelling",760,2700,2000,1899
"3 Three Dwelling",1520,4125,1875,2004
"3 Three Dwelling",1260,2500,2000,1899
"3 Three Dwelling",1830,3380,1457,1920
"3 Three Dwelling",700,3004,1512,1899
"3 Three Dwelling",1225,4012,1875,2004
"3 Three Dwelling",1080,4012,1875,2004
"3 Three Dwelling",1700,1440,2000,1899
"3 Three Dwelling",1150,2160,2000,1899
"3 Three Dwelling",625,2499,1700,1899
"3 Three Dwelling",81,3300,1875,1901
"3 Three Dwelling",72.45,3300,1875,1901
"3 Three Dwelling",1625,3240,1800,1899
"3 Three Dwelling",450,2700,1600,1899
"3 Three Dwelling",725,2520,1360,1899
"3 Three Dwelling",700,2310,2500,1899
"3 Three Dwelling",1450,1824,1953,1920
"3 Three Dwelling",1013.402,1902,1666,1920
"3 Three Dwelling",1780,2584,1748,1920
"3 Three Dwelling",1300,3200,2000,1899
"3 Three Dwelling",1725,3200,2000,1899
"3 Three Dwelling",552.499,3236,1925,1915
"3 Three Dwelling",1750,3200,2000,1910
"3 Three Dwelling",1995,3200,2000,1915
"3 Three Dwelling",965,3860,2000,1899
"3 Three Dwelling",1585,3760,2000,1915
"3 Three Dwelling",425,2700,2000,2004
"3 Three Dwelling",2703.75,3360,2000,1901
"3 Three Dwelling",750,3600,2000,1899
"3 Three Dwelling",450,2720,2000,1899
"3 Three Dwelling",27,4800,2000,1901
"3 Three Dwelling",1680,2100,1750,1899
"3 Three Dwelling",1300,2392,1268,2006
"3 Three Dwelling",1220,3088,1520,1899
"3 Three Dwelling",1450,3760,2000,1899
"3 Three Dwelling",1752,2812,1653,1899
"3 Three Dwelling",850,3600,2000,1899
"3 Three Dwelling",600,3360,1800,1899
"3 Three Dwelling",850,2268,1505,1899
"3 Three Dwelling",800,2430,1530,1901
"3 Three Dwelling",290,2400,1292,1910
"3 Three Dwelling",520,2940,2319,1899
"3 Three Dwelling",1545,2344,2070,1901
"3 Three Dwelling",350,2520,1875,1899
"3 Three Dwelling",400,2520,1875,1899
"3 Three Dwelling",1500,2508,2500,1899
"3 Three Dwelling",750,2720,2000,1899
"3 Three Dwelling",2300,3600,2140,1899
"3 Three Dwelling",1735,3596,1587,1901
"3 Three Dwelling",850,2346,2300,1905
"3 Three Dwelling",1150,1773,1717,1899
"3 Three Dwelling",1975,3231,2000,2009
"3 Three Dwelling",250,3040,1667,1899
"1 One Dwelling",645,1518,1700,1925
"1 One Dwelling",725.5,1518,1700,1925
"1 One Dwelling",472.5,1648,2300,1925
"1 One Dwelling",900,1272,3000,1920
"1 One Dwelling",950,1936,2000,1910
"1 One Dwelling",915,1725,2000,1930
"1 One Dwelling",870,1552,2000,1930
"1 One Dwelling",815,2208,2000,1930
"1 One Dwelling",820,2208,2000,1930
"1 One Dwelling",845,1744,1620,1945
"1 One Dwelling",400,1710,3750,1925
"1 One Dwelling",990,1881,3500,1925
"1 One Dwelling",670,1054,1758,1935
"1 One Dwelling",965,1498,3458,1930
"1 One Dwelling",990,1847,4000,1920
"1 One Dwelling",900,1847,4000,1920
"1 One Dwelling",660,1020,1750,1910
"1 One Dwelling",685,1530,1750,1940
"1 One Dwelling",738,1152,2600,1925
"1 One Dwelling",1080,1644,4000,1925
"1 One Dwelling",615,1030,1600,1920
"1 One Dwelling",728,1026,1500,1910
"1 One Dwelling",505,1098,3500,1910
"1 One Dwelling",820,1376,2000,1925
"1 One Dwelling",950,2592,3000,1915
"1 One Dwelling",820,1273,2000,1925
"1 One Dwelling",860,1608,2000,1925
"1 One Dwelling",915,1680,1600,1931
"1 One Dwelling",795,1280,2083,1920
"1 One Dwelling",242.5,1280,2083,1920
"1 One Dwelling",650,1280,2083,1920
"1 One Dwelling",960,1500,2500,1925
"1 One Dwelling",835,1400,2000,1930
"1 One Dwelling",1216,1800,3333,1899
"1 One Dwelling",1300,2016,3400,1925
"1 One Dwelling",830,1296,3000,1920
"1 One Dwelling",300,1080,2642,1920
"1 One Dwelling",600,1832,3200,1920
"1 One Dwelling",970,1858,3000,1920
"1 One Dwelling",795,1296,2633,1930
"1 One Dwelling",745,1296,2633,1930
"1 One Dwelling",930,2240,2000,1920
"1 One Dwelling",600,4191,6000,1920
"1 One Dwelling",800,1200,2000,1945
"1 One Dwelling",865,1200,2000,1945
"1 One Dwelling",893,1200,2000,1945
"1 One Dwelling",1050,1850,4000,1925
"1 One Dwelling",925,1962,2642,1920
"1 One Dwelling",860,1436,2000,1925
"2 Two Dwelling",883,1968,1800,1940
"2 Two Dwelling",760,2412,2000,1925
"2 Two Dwelling",760,1732,1800,1940
"2 Two Dwelling",965,1664,2400,1925
"2 Two Dwelling",910,2160,2383,1925
"2 Two Dwelling",883,1633,1440,1935
"2 Two Dwelling",1,1320,1667,1920
"2 Two Dwelling",1180,3365,2000,1960
"2 Two Dwelling",987,1952,2000,1920
"2 Two Dwelling",700,1600,2300,1915
"2 Two Dwelling",395,1832,2880,1915
"2 Two Dwelling",960,1684,2058,1930
"2 Two Dwelling",928,1900,1528,1930
"2 Two Dwelling",823.5,1444,2300,1925
"2 Two Dwelling",820,2488,2000,1910
"2 Two Dwelling",1460,2160,3000,1925
"2 Two Dwelling",972,1596,1467,1920
"2 Two Dwelling",1260,3150,2000,1910
"2 Two Dwelling",1120,2520,2500,1915
"2 Two Dwelling",1188,1701,3008,1930
"2 Two Dwelling",1650,3135,1368,1931
"2 Two Dwelling",935,1499,1683,1930
"2 Two Dwelling",1040,2144,2000,1920
"2 Two Dwelling",1199,2720,2000,1931
"2 Two Dwelling",451.423,2640,2550,1930
"2 Two Dwelling",750,1264,2000,1930
"2 Two Dwelling",675,1378,3150,1935
"2 Two Dwelling",1300,2404,2000,1930
"2 Two Dwelling",1290,2480,2417,1930
"2 Two Dwelling",830,2720,2000,1931
"2 Two Dwelling",1280,2720,2000,1931
"2 Two Dwelling",1180,1764,2200,1925
"2 Two Dwelling",1050,1764,2200,1925
"2 Two Dwelling",312.5,2540,2050,1931
"2 Two Dwelling",1800,2094,6000,1935
"2 Two Dwelling",1300,2360,2650,1930
"2 Two Dwelling",1300,2640,2500,1930
"2 Two Dwelling",1342,2400,2500,1930
"2 Two Dwelling",1250,2480,2500,1925
"2 Two Dwelling",1180,2480,2500,1925
"2 Two Dwelling",895,1868,4000,1925
"2 Two Dwelling",950,1572,2417,1925
"2 Two Dwelling",777,2354,1700,1910
"2 Two Dwelling",940,1848,2000,1910
"2 Two Dwelling",999.9,2772,2000,1910
"2 Two Dwelling",870,1376,2000,1925
"2 Two Dwelling",990,2100,2425,1930
"2 Two Dwelling",983,1884,2400,1930
"2 Two Dwelling",800,2400,2400,1930
"2 Two Dwelling",998,2028,4000,1915
"2 Two Dwelling",1200,2016,2000,1925
"2 Two Dwelling",850,1476,1800,1925
"2 Two Dwelling",790,1464,1800,1925
"2 Two Dwelling",900,1416,1800,1925
"2 Two Dwelling",798,1416,1800,1925
"2 Two Dwelling",1250,1870,4000,1930
"2 Two Dwelling",1100,3000,1600,1931
"2 Two Dwelling",1390,2200,2450,1920
"2 Two Dwelling",1300,2600,2433,1915
"2 Two Dwelling",86.983,1674,3000,1925
"2 Two Dwelling",880,1368,1800,1930
"2 Two Dwelling",850,1368,1800,1930
"2 Two Dwelling",868,1980,1800,1910
"2 Two Dwelling",1300,2640,2500,1925
"2 Two Dwelling",1239,2480,2492,1920
"2 Two Dwelling",1300,2480,2533,1930
"2 Two Dwelling",998,2560,3000,1920
"2 Two Dwelling",1380,2640,2825,1925
"2 Two Dwelling",1680,4066,2052,1931
"2 Two Dwelling",1260,2052,2250,1930
"2 Two Dwelling",990,2480,2500,1920
"2 Two Dwelling",1215,2480,2500,1920
"2 Two Dwelling",950,2480,2492,1920
"2 Two Dwelling",890,2480,2492,1920
"2 Two Dwelling",1130,2480,2542,1920
"2 Two Dwelling",1300,2480,2600,1920
"2 Two Dwelling",858,1494,2500,1920
"2 Two Dwelling",965,1944,2300,1920
"2 Two Dwelling",790,1440,2000,1920
"2 Two Dwelling",1185,2800,2475,1920
"2 Two Dwelling",1380,2800,2475,1920
"2 Two Dwelling",1070,1772,2450,1920
"2 Two Dwelling",1019.5,1772,2450,1920
"2 Two Dwelling",980,1772,2450,1930
"2 Two Dwelling",1290,2800,2600,1920
"2 Two Dwelling",1225,2520,2000,1920
"2 Two Dwelling",950,2600,2525,1925
"2 Two Dwelling",830,1692,2600,1920
"2 Two Dwelling",1230,2034,2467,1935
"2 Two Dwelling",700,1760,2500,1925
"2 Two Dwelling",1130,2060,3400,1925
"2 Two Dwelling",930,2254,3250,1925
"2 Two Dwelling",825,1382,2000,1940
"2 Two Dwelling",700,1080,2642,1920
"2 Two Dwelling",1150,2656,2675,1925
"2 Two Dwelling",900,1792,4629,1925
"2 Two Dwelling",1845,2361,6000,1915
"2 Two Dwelling",1387,1849,3000,1925
"2 Two Dwelling",160,1596,1750,1920
"2 Two Dwelling",467.454,2200,3250,1925
"2 Two Dwelling",15.06,1976,2000,1915
"2 Two Dwelling",469.125,2784,5600,1920
"2 Two Dwelling",1130,2730,2500,1940
"2 Two Dwelling",999,2415,2000,1955
"2 Two Dwelling",780,1800,2000,1945
"2 Two Dwelling",1750,3460,4000,1920
"2 Two Dwelling",1430,3654,2852,1970
"2 Two Dwelling",1200,2300,2383,1950
"2 Two Dwelling",1150,2360,2000,1935
"2 Two Dwelling",687.318,1638,2200,1935
"2 Two Dwelling",750,1509,1426,1935
"2 Two Dwelling",860,1200,1000,1935
"2 Two Dwelling",1310,1746,4747,1910
"2 Two Dwelling",865,3000,1760,1920
"2 Two Dwelling",620,1679,2267,1920
"2 Two Dwelling",1418,2664,3683,1920
"2 Two Dwelling",350,2664,3683,1920
"2 Two Dwelling",998,2846,3000,1930
"2 Two Dwelling",920,1960,2383,1930
"2 Two Dwelling",1085,1840,2475,1930
"2 Two Dwelling",990,2280,2000,1920
"2 Two Dwelling",180,1404,1817,1905
"2 Two Dwelling",1100,2000,3100,1920
"2 Two Dwelling",980,1861,2000,1910
"2 Two Dwelling",890,1861,2000,1910
"2 Two Dwelling",798,2437,2708,1920
"2 Two Dwelling",1270,2512,4000,1925
"2 Two Dwelling",750,3600,2145,1926
"2 Two Dwelling",925,2720,3000,1925
"2 Two Dwelling",980,2552,2000,1955
"2 Two Dwelling",860,1590,2000,1925
"3 Three Dwelling",1350,2720,2575,1930
"3 Three Dwelling",475,2640,3000,1930
"3 Three Dwelling",950,1800,2000,1910
"3 Three Dwelling",995,2024,3100,1925
"3 Three Dwelling",1025,2024,3100,1925
"3 Three Dwelling",1300,2320,2215,1920
"3 Three Dwelling",1400,2229,2580,1910
"3 Three Dwelling",400,4800,4000,1940
"3 Three Dwelling",400,4800,4000,1940
"3 Three Dwelling",653.333,3420,2768,2004
"3 Three Dwelling",970,3420,2768,2004
"3 Three Dwelling",900,2640,2500,1940
"3 Three Dwelling",1410,2560,2400,1930
"3 Three Dwelling",1248,2604,2625,1930
"3 Three Dwelling",1150,2604,2625,1930
"3 Three Dwelling",1200,2000,2517,1930
"3 Three Dwelling",1800,3147,8000,1899
"3 Three Dwelling",1500,3065,4000,1930
"3 Three Dwelling",936,3085,4000,1910
"3 Three Dwelling",990,2472,2000,1915
"3 Three Dwelling",1310,2016,2483,1930
"3 Three Dwelling",852,2016,2483,1930
"3 Three Dwelling",937,2095,3000,1915
"3 Three Dwelling",1460,1800,3000,1920
"3 Three Dwelling",1525,3025,3000,1980
"3 Three Dwelling",650,1800,1288,1945
"3 Three Dwelling",1500,3196,6000,1930
"3 Three Dwelling",1200,3480,4000,1920
"3 Three Dwelling",1500,3663,6000,1910
"3 Three Dwelling",1100,1960,2383,1930
"3 Three Dwelling",130,3900,2400,1925
"3 Three Dwelling",1050,3575,4000,1970
"3 Three Dwelling",250,3570,3000,1991
"3 Three Dwelling",1139.9,3128,4000,1915
"3 Three Dwelling",1168,2304,2867,1930
"1 One Dwelling",575,1960,2880,1970
"1 One Dwelling",675,1750,2882,1996
"1 One Dwelling",685,2625,2882,1998
"1 One Dwelling",670,2100,2455,1999
"1 One Dwelling",637.5,1442,2455,1996
"1 One Dwelling",625,1650,2678,1996
"1 One Dwelling",594,1442,2455,1996
"1 One Dwelling",685,1800,2703,2005
"1 One Dwelling",680,1600,2711,2005
"1 One Dwelling",590,1468,2456,2004
"1 One Dwelling",620,1368,2400,1960
"1 One Dwelling",636,1504,2450,1984
"1 One Dwelling",598,1615,2730,1970
"1 One Dwelling",570,1296,2400,1965
"1 One Dwelling",330,1036,2000,1925
"1 One Dwelling",370,1036,2000,1925
"1 One Dwelling",430,1064,2000,1925
"1 One Dwelling",450,1064,2000,1925
"1 One Dwelling",515,1064,2000,1925
"1 One Dwelling",432,1064,2000,1925
"1 One Dwelling",860,2058,4000,1925
"1 One Dwelling",975,3262,5500,1960
"1 One Dwelling",755,1520,3000,1975
"1 One Dwelling",690,2307,2450,1999
"1 One Dwelling",550,1530,2500,1965
"1 One Dwelling",780,2016,3200,1940
"1 One Dwelling",746,1904,4000,1930
"1 One Dwelling",640,1615,2717,1965
"1 One Dwelling",591,1530,2500,1970
"1 One Dwelling",623,1665,2700,1970
"1 One Dwelling",750,1346,4000,1920
"1 One Dwelling",725,2400,5000,1960
"1 One Dwelling",750,1980,4000,1960
"1 One Dwelling",640,1380,2333,2006
"1 One Dwelling",665,1380,2333,2006
"1 One Dwelling",770,2750,3000,1997
"1 One Dwelling",540,1440,2483,1984
"1 One Dwelling",690,2379,2475,1975
"1 One Dwelling",700,1517,2567,1975
"1 One Dwelling",563.5,1684,2500,1970
"1 One Dwelling",1175,3645,4000,1965
"2 Two Dwelling",685,2068,3000,1960
"2 Two Dwelling",420,2640,5280,1965
"2 Two Dwelling",660,2640,5280,1965
"2 Two Dwelling",800,3762,5790,1970
"2 Two Dwelling",350,2509,2121,1970
"2 Two Dwelling",570.18,2800,2000,1970
"2 Two Dwelling",750,2600,2500,1920
"2 Two Dwelling",790,2236,3600,1986
"2 Two Dwelling",590,2103,2600,1975
"2 Two Dwelling",680.5,2220,3150,1984
"2 Two Dwelling",710,2220,3150,1984
"2 Two Dwelling",690,2110,3150,1984
"2 Two Dwelling",250,1944,1800,1960
"2 Two Dwelling",539,1584,1800,1960
"2 Two Dwelling",799,2002,3000,1960
"2 Two Dwelling",1250,2476,5000,1899
"2 Two Dwelling",490,1836,2500,1965
"2 Two Dwelling",750,2075,3000,1970
"2 Two Dwelling",650,2160,4000,1920
"2 Two Dwelling",775,2450,4000,1970
"2 Two Dwelling",850,1810,6000,1955
"2 Two Dwelling",780,2200,3000,1960
"2 Two Dwelling",465,1508,4000,1930
"3 Three Dwelling",500,3146,2200,1970
"3 Three Dwelling",710,3762,4475,1965
"3 Three Dwelling",742,3562,4475,1965
"3 Three Dwelling",760,3762,4479,1969
"3 Three Dwelling",730,3562,4475,1965
"3 Three Dwelling",640,3562,4475,1965
"3 Three Dwelling",860,3562,4475,1965
"3 Three Dwelling",830,3562,4475,1965
"3 Three Dwelling",865,3984,4625,1975
"3 Three Dwelling",800,3396,4625,1965
"3 Three Dwelling",645,3013,2100,1970
"3 Three Dwelling",415,4330,3315,1970
"3 Three Dwelling",390,3496,2200,1970
"3 Three Dwelling",640,2950,2167,1970
"3 Three Dwelling",6.58,3580,3050,1970
"3 Three Dwelling",730,2950,2183,1970
"3 Three Dwelling",875,3496,3317,1970
"3 Three Dwelling",708.8,3013,2150,1965
"3 Three Dwelling",715,3265,3008,1965
"1 One Dwelling",5300,4300,2250,1853
"1 One Dwelling",5450,4300,2250,1899
"1 One Dwelling",1700,2954,1470,1910
"1 One Dwelling",997.885,2240,1370,1901
"1 One Dwelling",750,3201,1425,1920
"1 One Dwelling",4900,3360,2100,1852
"1 One Dwelling",3350,3104,1942,1910
"1 One Dwelling",3775,3717,1732,1900
"1 One Dwelling",3500,2040,2000,1915
"1 One Dwelling",2825,3760,2007,1915
"2 Two Dwelling",3025,3040,1600,1920
"2 Two Dwelling",1700,3280,2083,1915
"2 Two Dwelling",3301,3040,1800,1899
"2 Two Dwelling",2750,2970,1485,1901
