"building.class.category","sale.price.n","gross.sqft","land.sqft","year.built"
"1 One Dwelling",770,960,1264,1945
"1 One Dwelling",1500,2640,2800,1930
"1 One Dwelling",1700,2417,4400,1910
"1 One Dwelling",3500,4734,4820,1992
"1 One Dwelling",2200,1696,3856,1930
"1 One Dwelling",995,1284,1800,1920
"1 One Dwelling",1180,1932,3000,1930
"1 One Dwelling",1200,1732,3293,1920
"1 One Dwelling",2150,2457,5000,1930
"1 One Dwelling",875,1536,2200,1930
"1 One Dwelling",960,1440,2100,1930
"1 One Dwelling",1760,3312,3333,1920
"1 One Dwelling",3400,2352,5985,1940
"1 One Dwelling",4000,5390,6000,1930
"1 One Dwelling",3250,3278,6000,1935
"1 One Dwelling",3000,2615,6050,1925
"1 One Dwelling",4000,2928,6000,1993
"1 One Dwelling",3300,3900,4000,1930
"1 One Dwelling",2100,2303,4000,1930
"1 One Dwelling",629.5,856,1132,1925
"1 One Dwelling",7000,7300,6000,1998
"1 One Dwelling",980,3668,4820,1920
"1 One Dwelling",3000,1784,4820,1920
"1 One Dwelling",3200,2813,4820,1920
"1 One Dwelling",830,1680,1040,1930
"1 One Dwelling",1150,2230,3000,1930
"1 One Dwelling",2500,1920,4000,1955
"1 One Dwelling",999,1760,2240,1930
"1 One Dwelling",920,1400,1900,1925
"1 One Dwelling",740,1472,2150,1930
"1 One Dwelling",999,1261,2000,1920
"1 One Dwelling",999,1472,2525,1925
"1 One Dwelling",800,1296,1600,1920
"1 One Dwelling",625,1208,2000,1925
"1 One Dwelling",845,1537,2300,1920
"1 One Dwelling",995,1182,2000,1920
"1 One Dwelling",1250,1652,4000,1920
"1 One Dwelling",667.5,1248,1975,1930
"1 One Dwelling",2636,5060,3990,1930
"1 One Dwelling",765,1530,2585,1930
"1 One Dwelling",745,1248,2112,1920
"1 One Dwelling",1150,3880,2520,1920
"1 One Dwelling",1150,1416,3615,1925
"1 One Dwelling",885,1216,2000,1925
"1 One Dwelling",700,1496,2500,1925
"1 One Dwelling",1150,1408,2000,1925
"1 One Dwelling",1910,2210,2492,1920
"1 One Dwelling",1700,1472,2600,1930
"1 One Dwelling",900.5,1472,2600,1930
"1 One Dwelling",1300,1440,2300,1920
"1 One Dwelling",3800,6353,4000,2001
"1 One Dwelling",950,1376,2260,1920
"1 One Dwelling",1200,1676,2900,1925
"1 One Dwelling",999,1544,2400,1935
"1 One Dwelling",840,1370,2049,1930
"1 One Dwelling",720,1370,2049,1930
"1 One Dwelling",990,1564,3073,1920
"1 One Dwelling",995,1120,2573,1925
"1 One Dwelling",995,1120,2307,1920
"1 One Dwelling",999.5,1152,2260,1920
"1 One Dwelling",740,1208,1950,1920
"1 One Dwelling",900,1792,1360,1931
"1 One Dwelling",815,1792,1360,1931
"1 One Dwelling",900,1280,2300,1920
"1 One Dwelling",1330,1328,2600,1925
"1 One Dwelling",1400,1305,2600,1925
"2 Two Dwelling",1075,2560,3000,1930
"2 Two Dwelling",1165,2360,2410,1901
"2 Two Dwelling",700,4160,1240,1899
"2 Two Dwelling",1700,1212,2250,1901
"2 Two Dwelling",1175,2600,2550,1925
"2 Two Dwelling",1250,2600,2500,1930
"2 Two Dwelling",1250,2496,3058,1925
"2 Two Dwelling",435,2096,2000,1925
"2 Two Dwelling",385,1495,3000,1905
"2 Two Dwelling",860,1500,2250,1915
"2 Two Dwelling",1125,2544,2567,1925
"2 Two Dwelling",448.784,2666,3000,1905
"2 Two Dwelling",999.9,3500,4820,1920
"2 Two Dwelling",1160,2910,4000,1930
"2 Two Dwelling",805,3144,5000,1930
"2 Two Dwelling",1350,3024,3500,1930
"2 Two Dwelling",950,3036,3200,1925
"2 Two Dwelling",1200,2480,2800,1925
"2 Two Dwelling",1650,2560,2806,1925
"2 Two Dwelling",990,2120,2496,1915
"2 Two Dwelling",999,1496,2037,1915
"2 Two Dwelling",825,1567,1679,1940
"2 Two Dwelling",700,2088,4466,1910
"2 Two Dwelling",700,1892,3339,1901
"2 Two Dwelling",869,1332,1878,1915
"2 Two Dwelling",1100,1459,3000,1930
"2 Two Dwelling",175,2860,2875,1920
"2 Two Dwelling",904,2080,2000,1910
"2 Two Dwelling",1900,2308,3300,1920
"2 Two Dwelling",998,2274,3750,1920
"2 Two Dwelling",998.5,1804,3000,1930
"2 Two Dwelling",1500,3096,4000,1930
"2 Two Dwelling",750,2600,2000,1934
"2 Two Dwelling",960,2048,2000,1920
"2 Two Dwelling",1100,1933,3000,1925
"2 Two Dwelling",2700,2248,4820,1930
"2 Two Dwelling",1282.5,2421,3200,1930
"2 Two Dwelling",1250,3252,2410,1940
"2 Two Dwelling",2100,2680,3615,1930
"2 Two Dwelling",900,2728,3000,1930
"2 Two Dwelling",335,1836,1733,1904
"2 Two Dwelling",740,1728,2000,1925
"2 Two Dwelling",1180,2790,3000,1925
"2 Two Dwelling",1450,2552,3000,1925
"2 Two Dwelling",820,1984,2260,1930
"2 Two Dwelling",1200,3206,3013,1960
"2 Two Dwelling",915,2112,3000,1930
"2 Two Dwelling",1315,2712,2800,1930
"2 Two Dwelling",1370,2940,3150,1930
"2 Two Dwelling",1750,2640,3705,1930
"2 Two Dwelling",990,2968,2975,1930
"2 Two Dwelling",994.25,2304,2250,1925
"2 Two Dwelling",700,1595,2000,1930
"2 Two Dwelling",1269,3300,1640,1931
"2 Two Dwelling",995,3000,1640,1931
"2 Two Dwelling",2250,2268,5382,1930
"2 Two Dwelling",900,2640,2000,1930
"2 Two Dwelling",2810,4935,5475,1975
"2 Two Dwelling",2190,3152,4820,1930
"2 Two Dwelling",2000,2998,4000,1925
"2 Two Dwelling",800,2160,2882,1920
"2 Two Dwelling",100,1462,2938,1920
"2 Two Dwelling",1930,3272,6600,1935
"2 Two Dwelling",702.592,1620,4200,1935
"2 Two Dwelling",1620,2720,2880,1925
"2 Two Dwelling",1650,1250,3800,1920
"2 Two Dwelling",1500,3360,4000,1930
"2 Two Dwelling",1275,3276,2850,1920
"2 Two Dwelling",950,2520,2750,1925
"2 Two Dwelling",995,1120,2307,1925
"2 Two Dwelling",1450,2800,3250,1920
"2 Two Dwelling",1650.5,2600,3108,1932
"2 Two Dwelling",705,1408,1972,1920
"2 Two Dwelling",349.5,2360,4060,1910
"3 Three Dwelling",1355,2296,3433,1930
"3 Three Dwelling",730,2780,2560,1920
"3 Three Dwelling",1165,1410,4092,1920
"3 Three Dwelling",1320,2432,4000,1905
"3 Three Dwelling",1135,2502,1944,1910
"3 Three Dwelling",1,3151,1967,2006
"3 Three Dwelling",835,2000,2003,1910
"3 Three Dwelling",1500,3600,4000,1901
"3 Three Dwelling",1460,2880,4000,1920
"3 Three Dwelling",1150,2880,4000,1920
"3 Three Dwelling",1260,3516,2288,1988
"1 One Dwelling",3200,2712,4000,1920
"1 One Dwelling",4200,3844,4000,1920
"1 One Dwelling",4600,2286,4000,1920
"1 One Dwelling",700,1734,1240,1931
"1 One Dwelling",2025,1660,3495,1925
"1 One Dwelling",6200,5150,4000,2006
"1 One Dwelling",4700,5219,4000,2012
"1 One Dwelling",875,1664,2610,1925
"1 One Dwelling",1915,2052,3978,1925
"1 One Dwelling",950,1404,3000,1925
"1 One Dwelling",8600,3486,6000,1930
"1 One Dwelling",1500,1968,4000,1925
"1 One Dwelling",900,864,2300,1920
"1 One Dwelling",1925,2176,3600,1992
"1 One Dwelling",2750,2400,3060,1925
"1 One Dwelling",5750,2648,5000,1925
"1 One Dwelling",11360,3720,8000,1925
"1 One Dwelling",700,1734,2460,1910
"1 One Dwelling",555,1024,2797,1930
"1 One Dwelling",675,1024,1769,1930
"1 One Dwelling",1075,1264,2200,1925
"1 One Dwelling",999,1264,2200,1925
"1 One Dwelling",999.999,1576,1750,1931
"1 One Dwelling",512.5,2064,2897,1930
"1 One Dwelling",720,1152,2000,1930
"1 One Dwelling",1175,1168,3013,1930
"1 One Dwelling",850,1674,2974,1930
"1 One Dwelling",290,2475,2000,1925
"1 One Dwelling",900,1272,2668,1920
"1 One Dwelling",1350,1887,2000,1920
"1 One Dwelling",785,2070,2000,1950
"1 One Dwelling",875,2011,1830,1935
"1 One Dwelling",400,2052,1800,1945
"1 One Dwelling",640,1100,2525,1945
"1 One Dwelling",575,1050,2000,1930
"1 One Dwelling",645,2030,1800,1960
"1 One Dwelling",660,1276,1450,1930
"1 One Dwelling",729,1604,1600,1930
"1 One Dwelling",530,1604,1600,1930
"2 Two Dwelling",2500,2428,4050,1920
"2 Two Dwelling",800,2300,1850,1931
"2 Two Dwelling",650,1858,3183,1925
"2 Two Dwelling",1925,1800,4000,1920
"2 Two Dwelling",936,2265,2410,1940
"2 Two Dwelling",999.999,1600,2000,1920
"2 Two Dwelling",1400,1812,5700,1920
"2 Two Dwelling",655,1218,1900,1920
"2 Two Dwelling",1650,1440,3000,1925
"2 Two Dwelling",1100,1800,2450,1925
"2 Two Dwelling",1350,1757,2000,1950
"2 Two Dwelling",2300,2788,2800,1925
"2 Two Dwelling",2500,2500,3100,1931
"2 Two Dwelling",4000,3476,6000,1925
"2 Two Dwelling",4000,3476,6000,1925
"2 Two Dwelling",5350,3388,6000,1925
"2 Two Dwelling",970,2200,2750,1915
"2 Two Dwelling",1600,1684,3213,1925
"2 Two Dwelling",950,2220,2000,1950
"2 Two Dwelling",5150,2700,2425,1931
"2 Two Dwelling",669,3960,2500,1920
"2 Two Dwelling",1230,1664,2075,1930
"2 Two Dwelling",1335,1512,2000,1925
"2 Two Dwelling",1435,1512,2000,1925
"2 Two Dwelling",3300,2560,1900,1931
"2 Two Dwelling",1100,2286,3000,1930
"2 Two Dwelling",700,1440,1558,1925
"2 Two Dwelling",633,3090,1823,1935
"2 Two Dwelling",988,3120,2000,1920
"2 Two Dwelling",1725,3828,4000,1930
"2 Two Dwelling",1060,2240,2500,1930
"2 Two Dwelling",999,2050,2153,1960
"2 Two Dwelling",630.2,2110,2153,1960
"2 Two Dwelling",759,1492,2322,1950
"2 Two Dwelling",775,1792,1806,1950
"2 Two Dwelling",995,1435,2980,1950
"2 Two Dwelling",875,2184,2000,1955
"2 Two Dwelling",786,2268,1692,1930
"2 Two Dwelling",750,1656,3000,1920
"2 Two Dwelling",550,1440,4000,1925
"2 Two Dwelling",950,2800,2000,1931
"2 Two Dwelling",680,2400,2000,1935
"2 Two Dwelling",749,1456,2000,1920
"2 Two Dwelling",910,1952,2000,1920
"2 Two Dwelling",1500,2164,2920,1935
"2 Two Dwelling",999.999,2320,2492,1930
"2 Two Dwelling",805,1551,2100,1955
"2 Two Dwelling",700,2680,2000,1960
"2 Two Dwelling",1200.888,3120,4000,1930
"2 Two Dwelling",763,2880,2000,1930
"2 Two Dwelling",760,1760,3000,1960
"2 Two Dwelling",900,1792,2000,1930
"2 Two Dwelling",795,1450,2000,1930
"2 Two Dwelling",800,2210,2600,1945
"2 Two Dwelling",850,2868,2100,1960
"2 Two Dwelling",1075,1706,3155,1945
"2 Two Dwelling",980,3600,2500,1930
"2 Two Dwelling",990,2088,2000,1930
"2 Two Dwelling",750,1736,2175,1945
"2 Two Dwelling",850,2075,2783,1950
"2 Two Dwelling",785,2985,3000,1930
"2 Two Dwelling",760,1881,1780,1955
"2 Two Dwelling",570,2013,2000,1930
"2 Two Dwelling",580,1680,2075,1930
"2 Two Dwelling",500,1360,1900,1920
"2 Two Dwelling",630,1643,2100,1935
"2 Two Dwelling",720,2000,2375,1950
"2 Two Dwelling",630,1809,2200,1930
"2 Two Dwelling",760,1809,2200,1930
"3 Three Dwelling",4300,5270,7396,1920
"3 Three Dwelling",1265,3176,3120,1960
"3 Three Dwelling",1310,3769,3555,1970
"3 Three Dwelling",990,2635,2531,1970
"3 Three Dwelling",995,4200,2000,1935
"3 Three Dwelling",1175,2240,2200,1930
"3 Three Dwelling",1200,3020,2000,1935
"3 Three Dwelling",1147,2550,2000,1960
"3 Three Dwelling",1500,2972,3050,1935
"3 Three Dwelling",1550,3715,2950,1935
"3 Three Dwelling",960,2968,3065,1945
"3 Three Dwelling",1307,1870,3600,1930
"3 Three Dwelling",15000,2496,1600,1925
"3 Three Dwelling",1300,3506,4000,1960
"3 Three Dwelling",930,2920,2400,1970
"3 Three Dwelling",350,2340,2000,1945
"3 Three Dwelling",350,2500,1140,1955
"3 Three Dwelling",715,2100,1140,1955
"3 Three Dwelling",550,2100,1140,1955
"3 Three Dwelling",820,2354,2000,1925
"1 One Dwelling",400,868,1800,1920
"1 One Dwelling",375,944,1300,1925
"1 One Dwelling",247.691,952,1800,1925
"1 One Dwelling",390,1024,1800,1925
"1 One Dwelling",233,868,1800,1925
"1 One Dwelling",380,868,1800,1925
"1 One Dwelling",420,868,1800,1925
"1 One Dwelling",430,868,1800,1925
"1 One Dwelling",419,868,1800,1925
"1 One Dwelling",403,1036,1800,1925
"1 One Dwelling",20,952,1800,1925
"1 One Dwelling",300,952,1800,1925
"1 One Dwelling",405,952,1800,1920
"1 One Dwelling",434,1120,2000,1925
"1 One Dwelling",520,1344,2000,1925
"1 One Dwelling",419,1260,1900,1925
"1 One Dwelling",650,1952,4000,1920
"1 One Dwelling",450,1200,3000,1920
"1 One Dwelling",510,1126,3000,1920
"1 One Dwelling",342,1034,2000,1920
"1 One Dwelling",375,956,2000,1920
"1 One Dwelling",450,1372,2000,1925
"1 One Dwelling",205,1372,2000,1925
"1 One Dwelling",495,1875,1292,1970
"1 One Dwelling",469,1875,1591,1970
"1 One Dwelling",340,812,1800,1925
"1 One Dwelling",415,924,1750,1925
"1 One Dwelling",450,952,1788,1920
"1 One Dwelling",195,952,1783,1920
"1 One Dwelling",499,1268,2000,1920
"1 One Dwelling",277,1248,2000,1920
"1 One Dwelling",416,1260,1900,1920
"1 One Dwelling",420,1260,1900,1920
"1 One Dwelling",530,1632,2000,1925
"1 One Dwelling",487,1216,2000,1920
"1 One Dwelling",177,1168,1333,1920
"1 One Dwelling",570,1388,2438,1920
"1 One Dwelling",475,1676,2438,1920
"1 One Dwelling",384.8,1152,1850,1930
"1 One Dwelling",340,1390,1975,1930
"1 One Dwelling",500,1315,2200,1930
"1 One Dwelling",550,1280,2250,1930
"1 One Dwelling",490,1384,2200,1925
"1 One Dwelling",529,1212,2500,1925
"1 One Dwelling",411,1244,2100,1925
"1 One Dwelling",478.5,1276,2050,1925
"1 One Dwelling",400,1813,1800,1955
"1 One Dwelling",480,1410,2000,1940
"1 One Dwelling",415,764,1992,1955
"1 One Dwelling",470,1296,1800,1960
"1 One Dwelling",430,1296,1800,1960
"1 One Dwelling",763,1400,4500,1915
"1 One Dwelling",465,1280,2175,1920
"1 One Dwelling",480,1876,1800,1960
"1 One Dwelling",400,1840,3000,1930
"1 One Dwelling",350,1900,2200,1925
"1 One Dwelling",415,1080,2100,1925
"1 One Dwelling",570,1309,2000,1930
"1 One Dwelling",502.5,1325,2200,1930
"1 One Dwelling",525.5,1244,2000,1930
"1 One Dwelling",710,1251,2000,1930
"1 One Dwelling",543.5,1251,2000,1930
"1 One Dwelling",523.8,1250,2000,1930
"1 One Dwelling",385,1066,2000,1925
"1 One Dwelling",220,1320,1600,1940
"1 One Dwelling",445,1650,1833,1930
"1 One Dwelling",265,1104,3000,1930
"1 One Dwelling",469,1184,2942,1925
"1 One Dwelling",498,1320,2000,1955
"1 One Dwelling",380,1320,2767,1955
"1 One Dwelling",535,1224,4893,1930
"1 One Dwelling",531,1376,2000,1935
"1 One Dwelling",360,1276,1960,1960
"1 One Dwelling",460,1035,2500,1925
"1 One Dwelling",270,1296,2000,1925
"1 One Dwelling",526.196,1248,2000,1920
"1 One Dwelling",336,1036,2000,1920
"2 Two Dwelling",641.194,868,2425,1925
"2 Two Dwelling",440,1295,1800,1920
"2 Two Dwelling",370,1440,1850,1920
"2 Two Dwelling",11,1200,1972,1920
"2 Two Dwelling",555,1302,2275,1920
"2 Two Dwelling",450,1316,1950,1920
"2 Two Dwelling",395,1680,1600,1950
"2 Two Dwelling",450,1680,2000,1950
"2 Two Dwelling",600,2496,4000,1955
"2 Two Dwelling",142.8,2180,1967,1930
"2 Two Dwelling",450,1352,2000,1920
"2 Two Dwelling",499,1802,1992,1955
"2 Two Dwelling",460,2109,1900,1955
"2 Two Dwelling",456.199,2703,1907,1965
"2 Two Dwelling",425,1404,1983,1955
"2 Two Dwelling",980,3145,8800,1910
"2 Two Dwelling",545,1540,2575,1950
"2 Two Dwelling",455,1540,2000,1950
"2 Two Dwelling",488,1540,2000,1950
"2 Two Dwelling",550,1760,2000,1960
"2 Two Dwelling",560,1510,1967,1960
"2 Two Dwelling",370,1510,1967,1960
"2 Two Dwelling",547,1510,2483,1960
"2 Two Dwelling",400,1575,2078,1960
"2 Two Dwelling",489,1636,2000,1945
"2 Two Dwelling",535,1260,2000,1930
"2 Two Dwelling",565,1788,2000,1959
"2 Two Dwelling",525,2530,2000,1940
"2 Two Dwelling",561.35,1770,1967,1930
"2 Two Dwelling",545,2200,2000,1950
"2 Two Dwelling",440,1540,2500,1955
"2 Two Dwelling",445,1540,2000,1955
"2 Two Dwelling",300.5,1540,2000,1955
"2 Two Dwelling",475,1540,2000,1955
"2 Two Dwelling",460,1720,2000,1955
"2 Two Dwelling",456,1638,2000,1960
"2 Two Dwelling",20,1638,2133,1955
"2 Two Dwelling",420,1748,2017,1960
"2 Two Dwelling",465,1870,2000,1960
"2 Two Dwelling",590,2232,1848,1960
"2 Two Dwelling",265,1585,1983,1960
"2 Two Dwelling",595,1840,1983,1940
"2 Two Dwelling",585,1330,1983,1960
"2 Two Dwelling",675,2280,3033,1960
"3 Three Dwelling",685,3630,3420,1990
"3 Three Dwelling",630,2684,3000,1925
"3 Three Dwelling",470,2340,1710,1945
"3 Three Dwelling",320,3164,2200,1965
"3 Three Dwelling",810,2688,2200,1965
"3 Three Dwelling",710,2688,2200,1970
"3 Three Dwelling",750,2672,1983,1965
"1 One Dwelling",1915,1470,1433,1901
"1 One Dwelling",4250,4328,2432,2014
"1 One Dwelling",2625,2910,2000,1899
"1 One Dwelling",4800,4000,2000,1899
"1 One Dwelling",4950,4368,1875,1901
"1 One Dwelling",3954,3933,1440,1901
"1 One Dwelling",4900.62,2630,1501,1901
"1 One Dwelling",4830,3015,2880,1915
"1 One Dwelling",3031.025,6221,5700,1901
"1 One Dwelling",3950,2412,2134,1901
"1 One Dwelling",3572.5,2712,1615,1899
"1 One Dwelling",6000,3390,2000,1899
"2 Two Dwelling",3191.5,1968,2000,1910
"2 Two Dwelling",2000,2800,2000,1910
"2 Two Dwelling",1975,1470,1433,1901
"2 Two Dwelling",3700,3408,2000,1899
"2 Two Dwelling",3200,3600,2000,1901
"2 Two Dwelling",3275,3312,1825,1899
"2 Two Dwelling",3950,3284,1667,1899
"2 Two Dwelling",2140,3200,1915,1901
"2 Two Dwelling",3660,4352,2100,1901
"2 Two Dwelling",862.5,4200,2225,1920
"2 Two Dwelling",3250,3200,2388,1901
"2 Two Dwelling",1158.914,3648,1967,1899
"2 Two Dwelling",2711,2295,1686,1899
"2 Two Dwelling",1620,900,1061,1901
"2 Two Dwelling",2325,1760,1308,1901
"2 Two Dwelling",2510,3040,1710,1901
"2 Two Dwelling",3000,3060,2000,1910
"2 Two Dwelling",2800,4008,1950,1901
"2 Two Dwelling",2475,2880,1667,1901
"2 Two Dwelling",3246.1,3552,1850,1999
"2 Two Dwelling",2950,3000,1500,1901
"2 Two Dwelling",3050,2688,1600,1901
"2 Two Dwelling",2750,2690,2000,1899
"2 Two Dwelling",1900,2085,1567,1901
"2 Two Dwelling",2925,2220,1248,1901
"2 Two Dwelling",2550,3000,1429,1899
"2 Two Dwelling",3550,1404,1800,1899
"2 Two Dwelling",2675,2766,1825,1899
"2 Two Dwelling",3600,4218,2000,1920
"2 Two Dwelling",3650,3668,1800,1899
"2 Two Dwelling",4175,4024,1900,1899
"2 Two Dwelling",3235,4216,1948,1905
"2 Two Dwelling",1300,3456,1648,1901
"2 Two Dwelling",6200,6459,2200,1901
"2 Two Dwelling",3860,3860,1813,1899
"2 Two Dwelling",3125,4152,1900,1901
"2 Two Dwelling",3400,3744,2000,1901
"2 Two Dwelling",2925,2295,1700,1901
"2 Two Dwelling",3525,2295,1733,1901
"2 Two Dwelling",3325,2295,1733,1901
"2 Two Dwelling",2900,2720,1400,1901
"2 Two Dwelling",3279,3000,1600,1901
"2 Two Dwelling",1500,3240,1875,1899
"2 Two Dwelling",2795,2322,2000,1901
"2 Two Dwelling",3250,3140,2083,1901
"3 Three Dwelling",2300,3300,2000,1910
"3 Three Dwelling",1750,3360,2000,1910
"3 Three Dwelling",2500,2982,1842,1899
"3 Three Dwelling",2450,2520,2000,1899
"3 Three Dwelling",1300,2880,2000,1901
"3 Three Dwelling",2158.75,3256,2200,1986
"3 Three Dwelling",2900,3600,2000,1901
"3 Three Dwelling",837.5,3600,2000,1901
"3 Three Dwelling",4350,3432,68600,1986
"3 Three Dwelling",2050,2704,1609,1901
"3 Three Dwelling",2050,1884,1520,1901
"3 Three Dwelling",2241.5,1950,1494,1901
"3 Three Dwelling",2056.835,3200,1800,1901
"3 Three Dwelling",2600,3850,1833,1899
"3 Three Dwelling",5700,5240,2000,1901
"3 Three Dwelling",3450,3368,1710,1899
"3 Three Dwelling",2850,3780,1853,1901
"3 Three Dwelling",826.26,3078,2000,1940
"3 Three Dwelling",2785,3120,1600,1910
"3 Three Dwelling",2250,2430,1817,1910
"3 Three Dwelling",2362,2430,1817,1910
"3 Three Dwelling",2800,2295,1792,1910
"3 Three Dwelling",1900,2160,1032,1920
"3 Three Dwelling",2895,2735,1950,1901
"3 Three Dwelling",2200,2750,2000,1901
"1 One Dwelling",1275,972,1150,1910
"1 One Dwelling",1195,1088,1170,1915
"1 One Dwelling",1385,1234,1252,1910
"1 One Dwelling",4000,1184,1667,1899
"1 One Dwelling",1427.427,732,877,1901
"1 One Dwelling",412.87,1314,1933,1901
"1 One Dwelling",1150,1440,1667,1901
"1 One Dwelling",1725,1750,2000,1899
"1 One Dwelling",1375,1310,2000,1899
"1 One Dwelling",1440,1296,1250,1899
"1 One Dwelling",900,902,1650,1901
"1 One Dwelling",1590,980,1550,1901
"1 One Dwelling",1405,964,1550,1901
"1 One Dwelling",2220,1755,929,1931
"1 One Dwelling",2100,1809,930,1931
"2 Two Dwelling",1200,1120,1503,1910
"2 Two Dwelling",1430,980,1120,1915
"2 Two Dwelling",1300,1008,1400,1910
"2 Two Dwelling",2800,3824,1450,1901
"2 Two Dwelling",499.5,2660,1450,1901
"2 Two Dwelling",3197,2494,1875,1901
"2 Two Dwelling",2325,1968,1667,1901
"2 Two Dwelling",1400,2052,1900,1901
"2 Two Dwelling",2050,2256,1667,1901
"2 Two Dwelling",1500,1915,946,1901
"2 Two Dwelling",1651,2016,1250,1901
"2 Two Dwelling",1900,2169,2500,1899
"2 Two Dwelling",1410,1943,2000,1899
"2 Two Dwelling",330.015,1943,2000,1899
"2 Two Dwelling",2100,1584,2500,1901
"2 Two Dwelling",2400,2660,2700,1901
"2 Two Dwelling",1800,2660,2700,1901
"2 Two Dwelling",188,2560,1667,1899
"2 Two Dwelling",1500,1892,1700,1899
"2 Two Dwelling",1300,1360,1331,1901
"2 Two Dwelling",1650,1608,1307,1901
"2 Two Dwelling",1820,2352,2000,1901
"2 Two Dwelling",1805,1824,1667,1901
"2 Two Dwelling",2320,1960,3400,1910
"3 Three Dwelling",1380,2781,2000,1899
"3 Three Dwelling",125,2781,2000,1899
"3 Three Dwelling",3250,3000,2446,1915
"3 Three Dwelling",19875,2700,1800,1899
"3 Three Dwelling",6625,2700,1800,1899
"3 Three Dwelling",1710,2400,2000,1899
"3 Three Dwelling",2400,2565,1178,1899
"3 Three Dwelling",2080,2400,1181,1901
"3 Three Dwelling",1100,2280,1692,1910
"1 One Dwelling",3400,2525,1600,1905
"2 Two Dwelling",1820,2700,1593,1930
"2 Two Dwelling",2520,2140,2200,1984
"2 Two Dwelling",2953,3384,2000,1910
"2 Two Dwelling",2040,2142,2336,1901
"2 Two Dwelling",3185,2729,2183,1910
"2 Two Dwelling",2675,1530,1218,1920
"2 Two Dwelling",3390,3464,1720,1910
"2 Two Dwelling",4000,3600,2000,1910
"2 Two Dwelling",2082,1995,1558,1910
"2 Two Dwelling",1610,2793,1481,1900
"2 Two Dwelling",2304,2835,1353,1930
"2 Two Dwelling",2410,3135,1330,1930
"2 Two Dwelling",4200,3740,2882,1899
"2 Two Dwelling",4425,3700,2357,1910
"3 Three Dwelling",3850,2331,5000,1920
"3 Three Dwelling",3710,3336,1643,1931
"3 Three Dwelling",2890,3904,2620,1901
"1 One Dwelling",1215,800,2250,1899
"1 One Dwelling",1870,1862,950,1931
"1 One Dwelling",111.54,1660,2153,1901
"2 Two Dwelling",1600,960,1667,1899
"2 Two Dwelling",1525,1200,1667,1899
"2 Two Dwelling",1325,1056,1250,1901
"2 Two Dwelling",1575,3625,2250,1920
"2 Two Dwelling",1318,1340,2000,1899
"2 Two Dwelling",1928,1710,2000,1899
"2 Two Dwelling",999,1200,1500,1925
"2 Two Dwelling",580,3120,2000,1899
"2 Two Dwelling",1275,880,1500,1899
"3 Three Dwelling",540,800,2000,1899
"3 Three Dwelling",1695,2000,2000,1910
"1 One Dwelling",505,2117,4000,1960
"1 One Dwelling",458,1520,2000,1980
"1 One Dwelling",465,1520,2000,1980
"1 One Dwelling",250,1520,2000,1980
"1 One Dwelling",219.6,1520,2000,1980
"1 One Dwelling",416,1864,3000,1930
"1 One Dwelling",457.5,1760,2900,1960
"1 One Dwelling",615,1978,4000,1925
"1 One Dwelling",618,1760,3000,1901
"1 One Dwelling",667,2315,6911,1970
"1 One Dwelling",386,2315,7120,1970
"1 One Dwelling",275,2315,7120,1970
"1 One Dwelling",440,1368,2500,1965
"1 One Dwelling",489.25,1368,2700,1965
"2 Two Dwelling",931,2608,4015,1960
"2 Two Dwelling",550,2808,3650,1960
"2 Two Dwelling",300,1976,3000,1930
"2 Two Dwelling",635,2970,4000,1925
